"FECHA_DE_AUTORIZACIÓN","TIPO_DE_SOLICITUD","SOLICITANTE/IMPORTADOR","IUM","PRINCIPIO_ACTIVO1","CONCENTRACIÓN_DELMEDICAMENTO1","UNIDAD_MEDIDA1","PRINCIPIO_ACTIVO2","CONCENTRACIÓN_DEL_MEDICAMENTO2","UNIDAD_MEDIDA2","FORMA_FARMACÉUTICA","NOMBRE_COMERCIAL_","CANTIDAD_SOLICITADA","PRESENTACIÓN_COMERCIAL","DIAGNOSTICO_CIE-1NO REPORTA","CÓDIGO_DIAGNOSTICO_CIE-10"
"2021 Jul 29 12:00:00 AM","MÁS DE UN PACIENTE","HEALTH NET SAS","1P1023051002100","PROPOFOL","10","mg/mL","NO APLICA","NO APLICA","NO APLICA","EMULSION INYECTABLE","MAYOPROFOL","50.000","CAJAS X UN (1) VIAL","NO REPORTADO","NO REPORTADO"
"2021 Jul 29 12:00:00 AM","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1T1023951002100","TIOTEPA","100","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","THERDOSE","200","VIAL X 100mg","NO REPORTADO","NO REPORTADO"
"2021 Jul 29 12:00:00 AM","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1T1001161005100","TIOTEPA","15","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","THERDOSE","300","CAJAS X 1 VIAL","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2021 Jul 28 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1B1025731000100","BUROSUMAB","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","CRYSVITA","24","VIALES DE 1 mL","RAQUITISMO ACTIVO","E550"
"2021 Jul 28 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","2I1029751000100","IVACAFTOR","125","mg","LUMACAFTOR","100","mg","TABLETA","ORKAMBI","6","CAJAS X 112 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2021 Jul 28 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","VARIOS IUM","EXTRACTOS ALERGÉNICOS",,,"NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","734","ESTUCHES","NO REPORTADO","NO REPORTADO"
"2021 Jul 27 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1B1033581000100","BESILATO DE ATRACURIO","10","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","RELATRAC","10.000","CAJAS. CADA CAJA CON UNA (1) AMPOLLETA CON 2.5 ml","NO REPORTADO","NO REPORTADO"
"2021 Jul 27 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1F1001691000100","FELBAMATO","600","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TALOXA","2","CAJA X 100 TABLETAS","EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES COMPLEJOS","G402"
"2021 Jul 27 12:00:00 AM","MÁS DE UN PACIENTE","GPC PHARMA S.A.S","1F1002391001100","FOSCARNET SÓDICO","24","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","500","BOLSAS X 500 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 27 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1D1001421001100","DEXMEDETOMIDINA","0.1","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","KRUNAMINA","11.800","CAJA X 5 VIALES X 2 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 26 12:00:00 AM","MÁS DE UN PACIENTE","IMPHA S.A.S","1C1004121003101","CITARABINA","100","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","CYTALON 500","8.000","CAJAS X UN (1) VIAL DE 5mL","LEUCEMIA MIELOIDE AGUDA","C920"
"2021 Jul 26 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1C1027451001100","CABOZANTINIB","60","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","CABOMETIX","6","FRASCO X 30 TABLETAS","TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR","C403"
"2021 Jul 26 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","22","FRASCO X 100 TABLETAS","ALCALOSIS","E873"
"2021 Jul 26 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1A1001611000100","AMILORIDE","5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","MODAMIDE","18","CAJA X 30 TABLETAS","ALCALOSIS","E873"
"2021 Jul 26 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","SIN IUM POR SER FITOTERAPEUTICO","BETULINA","100","mg","NO APLICA","NO APLICA","NO APLICA","GEL","EPISALVAN","90","TUBO X 23.4 g","NO REPORTADO","NO REPORTADO"
"2021 Jul 26 12:00:00 AM","PACIENTE ESPECIFICO","RECORDATI RARE DISEASES COLOMBIA S.A.S","1C1029821000100","CLORMETINA","60","mcg","NO APLICA","NO APLICA","NO APLICA","GEL","LEDAGA","6","CAJA X TUBO X 60 G","MICOSIS FUNGOIDE","C840"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","BIOMEDICAL PHARMA S.A.S","1M1031251003100","DILUENTE","0","mg","NO APLICA","NO APLICA","NO APLICA","POLVO PARA RECONSTITUIR","NO REPORTADO","450","CAJAS. CADA CAJA CON UN (1) VIAL DE DILUENTE (ALCOHOL DESHIDRATADO)","NO REPORTADO","NO REPORTADO"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","BIOMEDICAL PHARMA S.A.S","1M1031251003100","MELFALAN","50","mg/Vial","NO APLICA","NO APLICA","NO APLICA","POLVO PARA RECONSTITUIR","NO REPORTADO","450","CAJAS. CADA CAJA CON UN (1) VIAL DE MELFALAN","NO REPORTADO","NO REPORTADO"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1O1027141001100","OXITOCINA","5","UI/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","OXITOPISA","722","CAJAS. CADA CAJA CON 50 AMPOLLETAS DE VIDRIO CON 1 ml","NO REPORTADO","NO REPORTADO"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","FRESENIUS KABI COLOMBIA S.A.S.","1O1020371004100","OXITOCINA","10","UI/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","FRESENIUS KABI","3.024","CAJA X 100 AMPOLLAS X 1 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","ASOCIACIÓN PROBIENESTAR DE LA FAMILIA COLOMBIANA-PROFAMILIA","2E1028291001100","ACETATO DE MEDROXIPROGESTERONA","50","mg/mL","CIPIONATO DE ESTRADIOL","10","mg/ml","SUSPENSION INYECTABLE","CYCLOFEM","170.270","CAJAS. CADA CAJA CONTIENE UNA (1) AMPOLLA Y UNA (1) JERINGA","ASISTENCIA PARA LA ANTICONCEPCION, NO ESPECIFICADA","Z309"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","ASOCIACIÓN PROBIENESTAR DE LA FAMILIA COLOMBIANA-PROFAMILIA","2E1028291001100","ACETATO DE MEDROXIPROGESTERONA","50","mg/mL","CIPIONATO DE ESTRADIOL","10","mg/ml","SUSPENSION INYECTABLE","CYCLOFEM","122.500","CAJAS. CADA CAJA CONTIENE UNA (1) AMPOLLA Y UNA (1) JERINGA","ASISTENCIA PARA LA ANTICONCEPCION, NO ESPECIFICADA","Z309"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","ASOCIACIÓN PROBIENESTAR DE LA FAMILIA COLOMBIANA-PROFAMILIA","2E1028291001100","ACETATO DE MEDROXIPROGESTERONA","50","mg/mL","CIPIONATO DE ESTRADIOL","10","mg/ml","SUSPENSION INYECTABLE","CYCLOFEM","111.917","CAJAS. CADA CAJA CONTIENE UNA (1) AMPOLLA Y UNA (1) JERINGA","ASISTENCIA PARA LA ANTICONCEPCION, NO ESPECIFICADA","Z309"
"2021 Jul 23 12:00:00 AM","MÁS DE UN PACIENTE","ASOCIACIÓN PROBIENESTAR DE LA FAMILIA COLOMBIANA-PROFAMILIA","2E1028291001100","ACETATO DE MEDROXIPROGESTERONA","50","mg/mL","CIPIONATO DE ESTRADIOL","10","mg/ml","SUSPENSION INYECTABLE","CYCLOFEM","99.900","CAJAS. CADA CAJA CONTIENE UNA (1) AMPOLLA Y UNA (1) JERINGA","ASISTENCIA PARA LA ANTICONCEPCION, NO ESPECIFICADA","Z309"
"2021 Jul 23 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1F1001691000100","FELBAMATO","600","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TALOXA","6","CAJA X 100 TABLETAS","NO REPORTADO","NO REPORTADO"
"2021 Jul 22 12:00:00 AM","MÁS DE UN PACIENTE","IMPHA S.A.S","1A1003951007100","ASPARAGINASA","1000","UI/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","CHRYSANTA","7.000","CAJAS X 1 VIAL X 10 mL","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2021 Jul 22 12:00:00 AM","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1D1023501002100","DANTROLENO SÓDICO","20","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","500","CAJAS X UN (1) VIAL","HIPERTERMIA MALIGNA DEBIDA A ANESTESIA","T883"
"2021 Jul 22 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","2I1008801000101","IVACAFTOR","125","mg","LUMACAFTOR","200","mg","TABLETA","ORKAMBI","6","CAJAS X 112 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2021 Jul 22 12:00:00 AM","MÁS DE UN PACIENTE","HOLLAND GROUP SAS","1V1019601007100","VASOPRESINA","20","UI/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","OPRESSIN","3.992","CAJAS. CADA CAJA CON 5 AMPOLLAS","NO REPORTADO","NO REPORTADO"
"2021 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","CYTOBIOTECK S.A.S.","1C1006341000100","CONESTAT ALFA","2100","UI","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","RUCONEST","72","CAJAS POR UN (1) VIAL DE 2100u","EDEMA ANGIONEUROTICO","T783"
"2021 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1L1029621000100","LEVOTIROXINA","0.05","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","48","CAJAS X 1 VIAL DE 10 mL","TUMOR MALIGNO DE LA GLANDULA TIROIDES","C73X"
"2021 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1L1033711000100","LEVOTIROXINA","150","mcg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","TIROSINT","12","CAJA X 30 CÁPSULAS","HIPOTIROIDISMO CONSECUTIVO A PROCEDIMIENTOS","E890"
"2021 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","17","FRASCO X 100 TABLETAS","HIPOPOTASMIA","E876"
"2021 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","UNO HEALTHCARE S.A.S.","SIN IUM POR SER FITOTERAPEUTICO","EXTRACTO SECO DE LA CORTEZA DE ABEDUL-BETULINA","100","mg","NO APLICA","NO APLICA","NO APLICA","GEL","EPISALVAN","365","TUBOS X 23,4 g","EPIDERMOLISIS BULLOSA ADQUIRIDA","L123"
"2021 Jul 19 12:00:00 AM","MÁS DE UN PACIENTE","PUNISKA HEALTHCARE COLOMBIA S.A.S","1P1008661010101","PROPOFOL","10","mg/mL","NO APLICA","NO APLICA","NO APLICA","EMULSION INYECTABLE","QUIDRIFOL 1%","10.000","CAJAS POR 5 VIALES DE 20ml","OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS","J958"
"2021 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","NUCLEOFARMA S.A.S.","1L1005941002100","177-Lu CLORURO DE LUTECIO 177","7.4","GBq / vial","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","ISO SOLUTIONS","4","CONTENEDORES X UN (1) VIAL DE 200 µl","TUMOR MALIGNO DEL PANCREAS ENDOCRINO","C254"
"2021 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","RECORDATI RARE DISEASES COLOMBIA S.A.S","1C1029821000100","CLORMETINA","160","mcg/g","NO APLICA","NO APLICA","NO APLICA","GEL","LEDAGA","6","CAJA X TUBO X 60 G","MICOSIS FUNGOIDE","C840"
"2021 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","BIOTOSCANA FARMA S.A.","1L1022261000100","LENVATINIB","4","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","LENVIMA","6","CAJA X 30 CÁPSULAS","TUMOR MALIGNO DE LA GLANDULA TIROIDES","C73X"
"2021 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","BIOTOSCANA FARMA S.A.","1L1022271000100","LENVATINIB","10","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","LENVIMA","12","CAJA X 30 CÁPSULAS","TUMOR MALIGNO DE LA GLANDULA TIROIDES","C73X"
"2021 Jul 16 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","11","FRASCOS X 100 TABLETAS","TRASTORNOS DEL METABOLISMO DEL MAGNESIO","E834"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.580","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","37.720","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","37.900","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.600","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.500","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","33.780","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","37.020","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.220","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","23.000","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.200","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","21.680","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.120","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.480","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1L1018031002100","LIDOCAÍNA CLORHIDRATO","20","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PISACAÍNA","38.820","FRASCO AMPULA X 50 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","HOLLAND GROUP SAS","1D1001421011100","DEXMEDETOMIDINA","0.1","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","HOLLAND GROUP","900","CAJA X 10 AMPOLLAS X 2 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","MÁS DE UN PACIENTE","HOLLAND GROUP SAS","1A1000281003100","AZUL DE METILENO","10","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","HOLLAND GROUP","525","CAJA X 10 AMPOLLAS DE 10 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 16 12:00:00 AM","URGENCIA CLÍNICA","SANOFI AVENTIS DE COLOMBIA S.A.","1V1001401000100","VANDETANIB","100","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","CAPRELSA","18","CAJA X 30 TABLETAS","TUMOR MALIGNO DE LA GLANDULA TIROIDES","C73X"
"2021 Jul 16 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1B1027161000100","BUROSUMAB","30","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","CRYSVITA","12","VIAL X 1mL","TRASTORNOS DEL METABOLISMO DEL FOSFORO","E833"
"2021 Jul 15 12:00:00 AM","PACIENTE ESPECIFICO","NUCLEOFARMA S.A.S.","1L1005941002100","177-Lu CLORURO DE LUTECIO 177","7.4","GBq / vial","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","4","CONTENEDORES X UN (1) VIAL DE 200 µl","TUMOR MALIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA","C759"
"2021 Jul 15 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","2I1032041000101","IVACAFTOR","150","mg","TEZACAFTOR","50","mg","TABLETA","SYMDEKO","3","CAJA X 56 TABLETAS","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2021 Jul 14 12:00:00 AM","PACIENTE ESPECIFICO","NUCLEOFARMA S.A.S.","1L1005941003100","177-Lu CLORURO DE LUTECIO 177","7.4","GBq / vial","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","4","CONTENEDORES X UN (1) VIAL DE 200 µl","TUMOR MALIGNO DE LA PROSTATA","C61X"
"2021 Jul 14 12:00:00 AM","MÁS DE UN PACIENTE","BIOMEDICAL PHARMA S.A.S","1C1023461000100","DILUENTE","0","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","450","CAJAS. CADA CAJA CONTIENE UN (1) VIAL CON CARMUSTINA Y UN (1) VIAL CON DILUENTE","NO REPORTADO","NO REPORTADO"
"2021 Jul 14 12:00:00 AM","MÁS DE UN PACIENTE","BIOMEDICAL PHARMA S.A.S","1C1023461000100","CARMUSTINA","100","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","450","CAJAS. CADA CAJA CONTIENE UN (1) VIAL CON CARMUSTINA Y UN (1) VIAL CON DILUENTE","NO REPORTADO","NO REPORTADO"
"2021 Jul 14 12:00:00 AM","PACIENTE ESPECIFICO","PHARMACEUTICALS SUPPLY","1M1000341000100","MITOTANO","500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","LYSODREN","7","FRASCO X 100 TABLETAS","TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL, PARTE NO ESPECIFICADA","C749"
"2021 Jul 14 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","VARIOS IUM","EXTRACTOS ALERGÉNICOS",,,"NO APLICA","NO APLICA","NO APLICA","SOLUCION TOPICA","NO REPORTADO",,"FRASCO X 2,5 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 13 12:00:00 AM","MÁS DE UN PACIENTE","IMPHA S.A.S","1C1004121002100","CITARABINA","100","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","CYTAMAX","16.000","CAJAS X UN (1) VIAL DE 5mL","LEUCEMIA MIELOIDE AGUDA","C920"
"2021 Jul 12 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1F1027531000100","FENILBUTIRATO DE GLICEROL","1.1","g/ml","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN ORAL","RAVICTI","48","CAJAS CON UN (1) FRASCO X 25 ml","TRASTORNOS DEL METABOLISMO DEL CICLO DE LA UREA","E722"
"2021 Jul 12 12:00:00 AM","MÁS DE UN PACIENTE","LABORATORIOS BIOPAS S.A.","1M1000831000100","METRELEPTIN","11.3","mg/Vial","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","MYALEPT","200","CAJAS. CADA CAJA CON UN (1) VIAL CON POLVO Y UNA (1) AMPOLLA CON AGUA BACTERIOSTATICA","LIPODISTROFIA, NO CLASIFICADA EN OTRA PARTE","E881"
"2021 Jul 09 12:00:00 AM","MÁS DE UN PACIENTE","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1T1018051000100","TETRACOSACTIDA ACETATO","0.25","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","SYNACTHEN","800","CAJAS X 1 AMPOLLA","OTRAS INSUFICIENCIAS CORTICOSUPRARRENALES Y LAS NO ESPECIFICADAS","E274"
"2021 Jul 09 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1F1001691000100","FELBAMATO","600","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TALOXA","11","CAJAS X 100 TABLETAS","SINDROMES EPILEPTICOS ESPECIALES","G405"
"2021 Jul 09 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS","1E1001601003101","ETOSUXIMIDA","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","ETHYMAL","3","FRASCO X 100 CAPSULAS","PEQUEÑO MAL, NO ESPECIFICADO (SIN ATAQUE DE GRAN MAL)","G407"
"2021 Jul 09 12:00:00 AM","MÁS DE UN PACIENTE","HOLLAND GROUP SAS","1T1024151006100","NITROGLICERINA (TRINITRATO DE GLICEROL)","5","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","1.053","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 09 12:00:00 AM","MÁS DE UN PACIENTE","BIOMEDICAL PHARMA S.A.S","1B1013551001100","BUSULFAN","6","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","BUSLERA","700","CAJAS X 1 VIAL X 10 mL","NO REPORTADO","NO REPORTADO"
"2021 Jul 09 12:00:00 AM","MÁS DE UN PACIENTE","CALIER FARMACÉUTICA DE COLOMBIA S.A.","1T1014381000100","TRETINOINA (ÁCIDO TRANSRETINOICO)","10","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","VESANOID","450","FRASCOS X 100 CÁPSULAS","NO REPORTADO","NO REPORTADO"
